person_id,full_name,age,gender,district,socioeconomic_band,education,occupation
P01113,Meena Khan,55,M,KR Puram,Mid,Postgraduate,Unemployed
P01114,Meena Prasad,37,M,Jayanagar,Low,Graduate,Daily wage
P01115,Kavya Hegde,52,M,Mysuru,Low,Diploma,IT worker
P01116,Roopa Sharma,27,M,BLR South,Low,Secondary,Unknown
P01117,Sneha Prasad,57,M,Whitefield,Mid,Graduate,Driver
P01118,Vijay Das,35,M,Whitefield,Lower-mid,None,Shop owner
P01119,Kavya Achar,59,M,Rajajinagar,Lower-mid,Graduate,Unemployed
P01120,Sneha Naidu,28,F,Hubballi,Upper-mid,None,Student
P01121,Rahul Achar,46,M,Electronic City,Mid,Secondary,Unknown
P01122,Sandeep Pai,55,M,KR Puram,Low,Diploma,Unemployed
P01123,Sahana Patil,16,M,Belagavi,Low,Graduate,Vendor
P01124,Geetha Das,63,M,KR Puram,Upper-mid,Diploma,Vendor
P01125,Asha Rao,68,F,KR Puram,Low,Secondary,Unemployed
P01126,Jyothi Shetty,25,M,Rajajinagar,Mid,Secondary,Unemployed
P01127,Ravi Hegde,28,M,Rajajinagar,Upper-mid,Postgraduate,Driver
P01128,Pooja Gupta,31,M,BLR South,Low,Secondary,Daily wage
P01129,Ravi Achar,24,M,Jayanagar,Lower-mid,Primary,Clerk
P01130,Meena Patil,39,F,Hubballi,Low,Graduate,Unknown
P01131,Sneha Setty,20,M,BTM,Mid,Primary,Shop owner
P01132,Vinay Setty,39,M,Yelahanka,High,Primary,Unemployed
P01133,Roopa Joshi,28,F,Whitefield,Mid,Secondary,Vendor
P01134,Deepa Desai,66,M,BTM,Upper-mid,Graduate,IT worker
P01135,Shilpa Raju,21,F,Hubballi,Mid,Primary,Shop owner
P01136,Vinay Desai,64,M,Electronic City,Lower-mid,Primary,Student
P01137,Nandini Prasad,60,M,Electronic City,Lower-mid,Graduate,Mechanic
P01138,Kavya Desai,18,M,Rajajinagar,Lower-mid,Primary,Mechanic
P01139,Shilpa Bhat,43,F,Mangaluru,Low,Secondary,Clerk
P01140,Jyothi Gowda,24,M,Whitefield,Lower-mid,Secondary,Vendor
P01141,Kavya Reddy,45,M,KR Puram,Lower-mid,Diploma,Mechanic
P01142,Prakash Naidu,67,M,Whitefield,Lower-mid,Primary,IT worker
P01143,Arun Murthy,57,M,Jayanagar,Low,Graduate,Shop owner
P01144,Ramesh Desai,21,F,Rajajinagar,Low,None,Student
P01145,Imran Gupta,28,M,Hubballi,Lower-mid,Secondary,Clerk
P01146,Rahul Setty,54,F,Belagavi,Mid,Secondary,Unemployed
P01147,Divya Bhat,68,M,Yelahanka,High,Graduate,Unemployed
P01148,Karthik Desai,48,F,BTM,Upper-mid,Primary,Vendor
P01149,Shilpa Das,30,M,Mysuru,Mid,Postgraduate,IT worker
P01150,Pooja Gowda,36,F,Yelahanka,Mid,Postgraduate,Mechanic
P01151,Shilpa Sharma,44,F,BLR South,Lower-mid,Graduate,Driver
P01152,Divya Raju,16,M,Hubballi,Upper-mid,Secondary,Vendor
P01153,Prakash Khan,59,M,Belagavi,Lower-mid,Secondary,Unknown
P01154,Ravi Joshi,66,M,BTM,Low,Secondary,Unknown
P01155,Mahesh Kulkarni,52,F,Yelahanka,Low,Diploma,Daily wage
P01156,Ramesh Iyer,28,M,KR Puram,Lower-mid,Diploma,Clerk
P01157,Faisal Rao,22,M,BTM,Low,Postgraduate,Unknown
P01158,Sahana Kumar,27,M,Yelahanka,Low,Primary,Clerk
P01159,Bhavani Gowda,45,M,Mysuru,Low,Secondary,Mechanic
P01160,Asha Rao,23,M,Yelahanka,Lower-mid,None,Mechanic
P01161,Shilpa Nayak,29,M,Belagavi,Mid,Primary,Unknown
P01162,Sandeep Bhat,53,M,Belagavi,Mid,Secondary,Vendor
P01163,Suresh Nayak,44,M,Yelahanka,Mid,Primary,Shop owner
P01164,Pooja Joshi,47,M,Mangaluru,Low,None,Clerk
P01165,Meena Naidu,60,F,Whitefield,Lower-mid,Primary,Mechanic
P01166,Geetha Rao,55,M,Electronic City,Lower-mid,Postgraduate,Driver
P01167,Sandeep Shetty,41,M,BLR South,Low,Primary,Clerk
P01168,Ramesh Bhat,58,F,Belagavi,Mid,Primary,IT worker
P01169,Prakash Gupta,23,F,Jayanagar,Mid,Graduate,Student
P01170,Prakash Sharma,26,M,Mysuru,Low,None,Daily wage
P01171,Meena Iyer,37,M,Rajajinagar,Lower-mid,None,Clerk
P01172,Kiran Setty,24,M,Belagavi,Lower-mid,Diploma,Daily wage
P01173,Faisal Gupta,58,M,Electronic City,Low,Secondary,Driver
P01174,Naveen Kumar,54,M,Whitefield,Low,Postgraduate,Mechanic
P01175,Naveen Gowda,58,M,Hubballi,Low,Diploma,Student
P01176,Priya Hegde,61,M,Hubballi,Lower-mid,Diploma,Unemployed
P01177,Bhavani Desai,58,M,Jayanagar,Lower-mid,Secondary,IT worker
P01178,Deepa Kulkarni,16,M,Yelahanka,Mid,Primary,Student
P01179,Geetha Hegde,21,M,BLR South,High,Secondary,Vendor
P01180,Manjunath Patil,22,F,Hubballi,Low,Primary,Unemployed
P01181,Prakash Prasad,22,F,KR Puram,Lower-mid,Primary,Unknown
P01182,Shilpa Gupta,41,F,Jayanagar,Low,None,Student
P01183,Ganesh Rao,16,M,KR Puram,Low,Primary,IT worker
P01184,Arun Gowda,58,F,Hubballi,Mid,None,Daily wage
P01185,Shilpa Khan,35,M,Electronic City,High,None,Shop owner
P01186,Sandeep Rao,32,F,Mangaluru,Lower-mid,Postgraduate,Mechanic
P01187,Lakshmi Pai,27,M,Belagavi,Lower-mid,Postgraduate,IT worker
P01188,Manjunath Pai,17,M,Mangaluru,Lower-mid,Graduate,Vendor
P01189,Yusuf Joshi,61,F,Rajajinagar,Low,None,Clerk
P01190,Geetha Raju,43,M,Mangaluru,Low,Primary,Student
P01191,Sahana Bhat,28,M,Rajajinagar,Mid,Primary,Unknown
P01192,Rajesh Raju,37,M,KR Puram,Mid,None,Shop owner
P01193,Prakash Desai,68,M,BLR South,Low,Postgraduate,Student
P01194,Pooja Patil,29,M,Hubballi,High,Postgraduate,Vendor
P01195,Mahesh Iyer,49,M,Electronic City,Mid,None,IT worker
P01196,Manjunath Hegde,19,M,BTM,High,Primary,Daily wage
P01197,Priya Joshi,51,F,Rajajinagar,Low,None,Mechanic
P01198,Meena Bhat,26,M,Rajajinagar,Lower-mid,Graduate,Vendor
P01199,Divya Bhat,52,M,Hubballi,Low,Diploma,Daily wage
P01200,Nandini Iyer,40,M,Electronic City,Lower-mid,Graduate,Mechanic
P01201,Vijay Das,17,M,Yelahanka,Upper-mid,Secondary,Unknown
P01202,Ramesh Nayak,51,M,Whitefield,Lower-mid,Secondary,IT worker
P01203,Santosh Iyer,51,M,Jayanagar,Lower-mid,Postgraduate,IT worker
P01204,Rahul Nayak,28,M,Mysuru,Mid,Secondary,IT worker
P01205,Asha Khan,41,F,KR Puram,Lower-mid,Secondary,Unknown
P01206,Manjunath Khan,18,F,Jayanagar,Lower-mid,Graduate,Driver
P01207,Rahul Khan,32,M,Belagavi,Lower-mid,Postgraduate,IT worker
P01208,Nandini Setty,19,M,Yelahanka,Mid,Primary,IT worker
P01209,Imran Naidu,56,M,BLR South,Mid,Postgraduate,Driver
P01210,Mohan Kulkarni,45,F,BTM,Low,Graduate,Unknown
P01211,Naveen Kumar,23,M,Hubballi,Mid,Diploma,Mechanic
P01212,Kavya Gowda,49,F,Yelahanka,Low,Diploma,Clerk
P01213,Divya Prasad,50,M,Yelahanka,Mid,Postgraduate,Mechanic
P01214,Faisal Shetty,56,M,KR Puram,Upper-mid,Secondary,Vendor
P01215,Asha Setty,35,M,BTM,Upper-mid,None,Daily wage
P01216,Manjunath Setty,42,M,Hubballi,Low,Diploma,Driver
P01217,Priya Naidu,27,M,Rajajinagar,Lower-mid,Graduate,Daily wage
P01218,Rajesh Joshi,68,M,Rajajinagar,Low,Primary,Vendor
P01219,Mohan Khan,44,M,Mangaluru,Low,Postgraduate,Driver
P01220,Faisal Bhat,21,M,Whitefield,Low,None,Unknown
P01221,Geetha Das,47,M,Jayanagar,Low,Secondary,Unemployed
P01222,Kavya Reddy,22,M,BLR South,Lower-mid,Graduate,Clerk
P01223,Sahana Das,64,M,Yelahanka,Lower-mid,Postgraduate,Student
P01224,Ganesh Patil,39,M,Yelahanka,Mid,Secondary,Student
P01225,Anita Kumar,45,F,Yelahanka,Mid,Primary,Unemployed
P01226,Mahesh Shetty,49,M,Belagavi,Mid,Primary,Student
P01227,Rajesh Kulkarni,59,M,Electronic City,Lower-mid,Postgraduate,Vendor
P01228,Suresh Desai,68,M,Hubballi,Lower-mid,None,Student
P01229,Rajesh Patil,54,M,Belagavi,Mid,None,Student
P01230,Sneha Das,58,F,Jayanagar,Mid,Secondary,Unknown
P01231,Rahul Setty,25,F,Mangaluru,Mid,Postgraduate,Shop owner
P01232,Imran Nayak,47,F,Whitefield,Upper-mid,Graduate,IT worker
P01233,Naveen Sharma,23,M,Mysuru,Low,Primary,Driver
P01234,Faisal Shetty,43,F,BLR South,Low,Secondary,Mechanic
P01235,Reshma Patil,62,M,Electronic City,High,Postgraduate,Daily wage
P01236,Lakshmi Gupta,56,M,Jayanagar,Mid,Secondary,Vendor
P01237,Sandeep Kulkarni,20,M,Yelahanka,Upper-mid,Postgraduate,Mechanic
P01238,Jyothi Khan,67,M,Whitefield,Low,None,Daily wage
P01239,Faisal Pai,63,M,Rajajinagar,Mid,None,Unknown
P01240,Nandini Nayak,70,M,Yelahanka,Lower-mid,None,Clerk
P01241,Deepa Joshi,50,M,Yelahanka,High,Secondary,Student
P01242,Lakshmi Prasad,58,M,Rajajinagar,Low,None,Shop owner
P01243,Meena Pai,25,F,Whitefield,Upper-mid,Diploma,IT worker
P01244,Vijay Kulkarni,34,M,Hubballi,Upper-mid,Postgraduate,Unemployed
P01245,Mahesh Pai,35,M,Belagavi,Low,Postgraduate,Unknown
P01246,Karthik Desai,69,M,Whitefield,Mid,Diploma,Unemployed
P01247,Pooja Nayak,68,M,Belagavi,High,Primary,Unemployed
P01248,Priya Das,62,M,Hubballi,Upper-mid,Primary,Unemployed
P01249,Jyothi Iyer,37,M,Electronic City,High,Diploma,Mechanic
P01250,Manjunath Prasad,62,M,Belagavi,Upper-mid,Postgraduate,Shop owner
P01251,Asha Shetty,24,M,Mangaluru,Upper-mid,None,Clerk
P01252,Meena Desai,26,M,Electronic City,Mid,Secondary,Driver
P01253,Shilpa Hegde,67,M,Belagavi,Mid,Secondary,Unknown
P01254,Anita Achar,66,F,BTM,Lower-mid,Diploma,Driver
P01255,Deepa Shetty,38,F,BTM,High,None,Shop owner
P01256,Pooja Joshi,43,F,Hubballi,Mid,Primary,Unemployed
P01257,Kiran Patil,41,M,Belagavi,Mid,Primary,Mechanic
P01258,Faisal Sharma,68,M,Whitefield,Mid,Diploma,Student
P01259,Suresh Shetty,23,M,Electronic City,Mid,Graduate,Vendor
P01260,Ravi Joshi,52,F,Electronic City,Low,Postgraduate,Daily wage
P01261,Kavya Rao,40,M,Hubballi,Mid,Secondary,Unknown
P01262,Lakshmi Shetty,36,M,Mysuru,Low,Postgraduate,Unemployed
P01263,Asha Gupta,68,M,Mysuru,Lower-mid,Graduate,Unknown
P01264,Ramesh Setty,68,F,Jayanagar,Mid,Primary,Daily wage
P01265,Priya Kulkarni,60,M,Mysuru,Lower-mid,Secondary,Daily wage
P01266,Imran Nayak,52,M,BTM,Low,Secondary,Unemployed
P01267,Faisal Shetty,48,M,Mysuru,Low,Postgraduate,Unemployed
P01268,Geetha Bhat,18,F,Mysuru,Upper-mid,Secondary,Shop owner
P01269,Rajesh Nayak,52,M,KR Puram,Lower-mid,Secondary,Unknown
P01270,Ramesh Prasad,29,M,Hubballi,Upper-mid,Primary,Unemployed
P01271,Rahul Nayak,35,F,Rajajinagar,High,Graduate,Shop owner
P01272,Shilpa Joshi,38,M,Belagavi,Mid,None,Shop owner
P01273,Mohan Murthy,40,M,BTM,Lower-mid,None,Clerk
P01274,Sneha Setty,25,M,Jayanagar,Mid,Secondary,Vendor
P01275,Nandini Joshi,58,M,Mysuru,Mid,Diploma,Driver
P01276,Ganesh Khan,40,M,Mangaluru,Low,Secondary,Daily wage
P01277,Ramesh Shetty,59,M,Jayanagar,Lower-mid,None,Student
P01278,Pooja Murthy,25,F,Rajajinagar,Low,None,Mechanic
P01279,Arun Iyer,22,F,Jayanagar,Low,Postgraduate,Clerk
P01280,Kavya Das,22,M,Belagavi,Lower-mid,Secondary,Shop owner
P01281,Reshma Kulkarni,22,F,BTM,Lower-mid,Diploma,Driver
P01282,Harish Raju,59,F,Mysuru,Lower-mid,Diploma,IT worker
P01283,Kavya Nayak,32,M,Mysuru,Mid,Postgraduate,Driver
P01284,Vijay Iyer,52,M,BLR South,Upper-mid,Postgraduate,Student
P01285,Geetha Achar,54,M,Electronic City,Low,Secondary,IT worker
P01286,Yusuf Bhat,33,F,Mysuru,High,Primary,Clerk
P01287,Faisal Bhat,42,M,Jayanagar,Mid,None,Vendor
P01288,Faisal Rao,52,M,Belagavi,Low,Diploma,Unemployed
P01289,Sneha Achar,48,F,BTM,Lower-mid,Graduate,Shop owner
P01290,Kiran Iyer,16,M,Belagavi,Low,Diploma,Shop owner
P01291,Harish Patil,63,M,Mysuru,Mid,None,Unknown
P01292,Rajesh Rao,59,F,Mysuru,Upper-mid,Primary,Daily wage
P01293,Nandini Nayak,48,M,BLR South,Lower-mid,Diploma,Driver
P01294,Nandini Shetty,37,F,Rajajinagar,Upper-mid,None,Clerk
P01295,Divya Das,34,M,BLR South,Mid,Graduate,Mechanic
P01296,Shilpa Bhat,57,M,BLR South,High,Graduate,IT worker
P01297,Deepa Naidu,16,M,KR Puram,Low,None,Unemployed
P01298,Harish Raju,27,M,BLR South,Low,Diploma,Vendor
P01299,Faisal Prasad,48,F,Yelahanka,Low,Diploma,Unemployed
P01300,Vijay Achar,32,M,Yelahanka,Lower-mid,Secondary,Mechanic
P01301,Priya Gupta,67,M,Electronic City,Mid,Diploma,Driver
P01302,Lakshmi Naidu,63,M,KR Puram,Upper-mid,Postgraduate,Vendor
P01303,Kiran Hegde,34,M,Yelahanka,Lower-mid,Secondary,Unemployed
P01304,Naveen Achar,28,F,Hubballi,High,None,Mechanic
P01305,Sahana Gupta,47,F,Belagavi,Low,Diploma,Shop owner
P01306,Vinay Nayak,23,F,BLR South,Low,Secondary,Shop owner
P01307,Suresh Achar,31,M,KR Puram,Lower-mid,Graduate,Unemployed
P01308,Sneha Das,34,M,Jayanagar,Mid,Primary,Unknown
P01309,Vijay Raju,48,M,Whitefield,Mid,Secondary,Vendor
P01310,Sneha Hegde,46,M,Jayanagar,Mid,Graduate,Unknown
P01311,Priya Hegde,70,M,Hubballi,Low,None,Driver
P01312,Asha Reddy,33,F,BTM,Lower-mid,Graduate,Vendor
P01313,Faisal Reddy,40,M,Whitefield,Mid,Primary,Vendor
P01314,Pooja Khan,46,M,Yelahanka,Mid,Secondary,Daily wage
P01315,Reshma Naidu,33,F,Belagavi,Lower-mid,Secondary,Unemployed
P01316,Priya Reddy,16,M,Belagavi,Lower-mid,Secondary,IT worker
P01317,Reshma Kulkarni,22,M,Whitefield,High,Secondary,Student
P01318,Divya Shetty,22,M,Hubballi,Lower-mid,Primary,Student
P01319,Nandini Raju,67,M,Mangaluru,Lower-mid,Secondary,Vendor
P01320,Reshma Hegde,53,M,Jayanagar,Low,Postgraduate,Unknown
P01321,Kiran Reddy,53,F,Hubballi,Upper-mid,Primary,IT worker
P01322,Anita Gowda,50,M,Whitefield,Mid,Primary,Shop owner
P01323,Vijay Reddy,24,M,Mysuru,Mid,Graduate,Student
P01324,Nandini Sharma,56,M,Yelahanka,Low,Diploma,Shop owner
P01325,Yusuf Kumar,26,M,Belagavi,High,Secondary,Unemployed
P01326,Sandeep Reddy,66,F,Rajajinagar,Mid,Diploma,IT worker
P01327,Ramesh Prasad,20,M,Mysuru,Lower-mid,Diploma,Mechanic
P01328,Mahesh Murthy,29,M,BTM,Lower-mid,Graduate,Unemployed
P01329,Yusuf Sharma,48,M,Mysuru,Low,Primary,Clerk
P01330,Reshma Gupta,23,M,BLR South,Lower-mid,Secondary,Unemployed
P01331,Vijay Murthy,24,M,BLR South,Mid,Primary,Vendor
P01332,Ramesh Shetty,16,M,Hubballi,Mid,Secondary,Student
P01333,Faisal Setty,51,M,BTM,Lower-mid,Graduate,Clerk
P01334,Ganesh Reddy,56,F,KR Puram,Low,Secondary,Driver
P01335,Mohan Kumar,50,M,Mangaluru,Low,Postgraduate,Mechanic
P01336,Mohan Desai,56,M,Rajajinagar,Upper-mid,Primary,Student
P01337,Reshma Hegde,53,M,Yelahanka,Low,Primary,Mechanic
P01338,Nandini Nayak,46,M,BTM,Lower-mid,Primary,Vendor
P01339,Sandeep Das,62,M,Whitefield,Low,Primary,Driver
P01340,Asha Achar,54,M,BTM,Low,Primary,IT worker
P01341,Asha Shetty,62,M,Belagavi,Mid,None,Unknown
P01342,Anita Iyer,40,M,BLR South,Mid,Postgraduate,Unemployed
P01343,Lakshmi Patil,65,M,BTM,High,Graduate,Unemployed
P01344,Suresh Shetty,50,M,KR Puram,Upper-mid,None,Vendor
P01345,Lakshmi Das,64,M,Electronic City,Upper-mid,Secondary,Student
P01346,Karthik Nayak,31,M,Belagavi,Low,Graduate,Daily wage
P01347,Ravi Reddy,22,M,Jayanagar,Lower-mid,Diploma,Driver
P01348,Suresh Patil,17,M,Yelahanka,Low,Postgraduate,Clerk
P01349,Arun Achar,40,M,Belagavi,Upper-mid,None,IT worker
P01350,Naveen Shetty,30,M,Whitefield,Lower-mid,Graduate,Student
P01351,Kiran Naidu,21,F,Mangaluru,Low,Diploma,Shop owner
P01352,Pooja Kulkarni,27,M,BTM,Upper-mid,Postgraduate,Clerk
P01353,Roopa Bhat,38,F,Whitefield,Upper-mid,Postgraduate,Student
P01354,Mohan Setty,67,M,BLR South,Upper-mid,Primary,Driver
P01355,Ganesh Nayak,40,M,Electronic City,Upper-mid,None,Unknown
P01356,Sneha Raju,33,M,KR Puram,High,Primary,Mechanic
P01357,Harish Pai,47,M,Belagavi,High,Graduate,Student
P01358,Lakshmi Desai,31,M,Mysuru,Lower-mid,Graduate,IT worker
P01359,Ramesh Gupta,68,M,Jayanagar,Mid,Diploma,Shop owner
P01360,Sandeep Setty,67,M,Belagavi,Low,Secondary,Unemployed
P01361,Shilpa Kumar,39,M,BTM,Upper-mid,None,Student
P01362,Nandini Nayak,34,M,Mysuru,High,Diploma,Vendor
P01363,Shilpa Patil,19,M,Jayanagar,High,Postgraduate,Driver
P01364,Vinay Raju,17,M,Yelahanka,Lower-mid,Postgraduate,Daily wage
P01365,Kavya Gowda,46,F,BTM,Low,Secondary,Driver
P01366,Faisal Patil,20,M,Yelahanka,Low,Primary,IT worker
P01367,Lakshmi Raju,49,M,Whitefield,Lower-mid,Postgraduate,Student
P01368,Rajesh Desai,60,M,Jayanagar,Low,Postgraduate,Unemployed
P01369,Mahesh Rao,48,M,Yelahanka,Upper-mid,Postgraduate,IT worker
P01370,Jyothi Setty,69,M,Mangaluru,Lower-mid,Postgraduate,Vendor
P01371,Sneha Rao,33,F,Mysuru,Lower-mid,Primary,Vendor
P01372,Asha Kulkarni,19,M,BTM,Upper-mid,Graduate,Unknown
P01373,Manjunath Setty,45,M,Hubballi,Mid,Diploma,Driver
P01374,Deepa Naidu,57,M,Whitefield,Low,None,Student
P01375,Mahesh Pai,17,M,BTM,Lower-mid,None,Vendor
P01376,Mahesh Kumar,64,F,Rajajinagar,Lower-mid,Postgraduate,Unemployed
P01377,Geetha Murthy,21,F,Mangaluru,Low,Diploma,Unemployed
P01378,Deepa Pai,21,F,BLR South,High,Secondary,Mechanic
P01379,Yusuf Hegde,36,M,Belagavi,Lower-mid,Primary,Daily wage
P01380,Pooja Khan,63,M,Mysuru,Upper-mid,Primary,Unemployed
P01381,Kavya Iyer,46,M,BLR South,Low,Primary,IT worker
P01382,Faisal Desai,21,F,Rajajinagar,Upper-mid,Postgraduate,Driver
P01383,Naveen Prasad,49,F,Mangaluru,Mid,Secondary,IT worker
P01384,Lakshmi Pai,34,M,Yelahanka,Low,Postgraduate,Mechanic
P01385,Geetha Hegde,55,M,BTM,Lower-mid,Diploma,Daily wage
P01386,Suresh Nayak,65,F,Mysuru,Upper-mid,None,IT worker
P01387,Anita Sharma,36,M,Whitefield,Low,Secondary,Unknown
P01388,Nandini Naidu,21,M,Belagavi,Mid,Secondary,IT worker
P01389,Mohan Sharma,57,F,Jayanagar,High,Diploma,Unemployed
P01390,Nandini Bhat,41,M,Mangaluru,Upper-mid,Primary,IT worker
P01391,Nandini Prasad,70,M,KR Puram,Lower-mid,Postgraduate,Mechanic
P01392,Yusuf Sharma,32,F,Hubballi,Low,Postgraduate,Unemployed
P01393,Geetha Setty,68,M,BTM,Upper-mid,Secondary,Mechanic
P01394,Naveen Joshi,41,F,Rajajinagar,Lower-mid,Diploma,Daily wage
P01395,Harish Sharma,45,M,Electronic City,Low,Primary,Daily wage
P01396,Asha Khan,28,M,Jayanagar,Lower-mid,Graduate,IT worker
P01397,Shilpa Setty,63,M,Whitefield,Lower-mid,Graduate,Driver
P01398,Karthik Nayak,56,M,Mangaluru,Low,Graduate,Mechanic
P01399,Deepa Naidu,66,M,Electronic City,Low,Primary,Unemployed
P01400,Sneha Murthy,32,M,Jayanagar,Low,Secondary,Mechanic
P01401,Faisal Bhat,61,M,Yelahanka,Lower-mid,Postgraduate,Clerk
P01402,Priya Reddy,21,F,Yelahanka,Lower-mid,Secondary,Driver
P01403,Rahul Naidu,42,M,Mysuru,Mid,Primary,Mechanic
P01404,Harish Setty,52,M,BLR South,Lower-mid,Graduate,Vendor
P01405,Manjunath Raju,58,M,BTM,Lower-mid,Postgraduate,Student
P01406,Suresh Nayak,45,F,Electronic City,Upper-mid,None,Mechanic
P01407,Mohan Prasad,62,M,Electronic City,High,Primary,IT worker
P01408,Kavya Shetty,18,M,Rajajinagar,Lower-mid,Graduate,Driver
P01409,Mahesh Iyer,29,M,Rajajinagar,High,Graduate,Unemployed
P01410,Nandini Naidu,17,M,Whitefield,Lower-mid,None,IT worker
P01411,Meena Khan,42,M,Mysuru,Lower-mid,Secondary,Daily wage
P01412,Priya Sharma,43,M,Mysuru,Mid,Graduate,Mechanic
P01413,Vinay Bhat,70,M,Hubballi,Lower-mid,Secondary,Unknown
P01414,Anita Gowda,67,F,Jayanagar,Mid,Graduate,Mechanic
P01415,Anita Das,63,M,Mysuru,Low,Diploma,Shop owner
P01416,Kavya Reddy,58,M,Yelahanka,Low,Diploma,Shop owner
P01417,Vinay Shetty,28,F,Jayanagar,Lower-mid,Diploma,Mechanic
P01418,Asha Kumar,39,F,Mysuru,Low,Postgraduate,Clerk
P01419,Divya Khan,59,M,Yelahanka,Low,None,Driver
P01420,Nandini Prasad,68,M,KR Puram,Lower-mid,Graduate,Mechanic
P01421,Geetha Gupta,41,M,Hubballi,Lower-mid,None,Unknown
P01422,Sneha Nayak,56,M,Belagavi,Low,Secondary,Shop owner
P01423,Naveen Khan,30,M,BTM,Lower-mid,Postgraduate,Unknown
P01424,Asha Desai,32,F,BTM,High,Primary,Daily wage
P01425,Faisal Kumar,43,M,Mangaluru,Low,Graduate,Shop owner
P01426,Faisal Joshi,40,M,Belagavi,Low,Diploma,Student
P01427,Priya Patil,57,F,Whitefield,Low,Primary,Mechanic
P01428,Mohan Achar,19,M,BTM,Mid,Postgraduate,Unknown
P01429,Anita Shetty,45,F,Jayanagar,Low,Secondary,Clerk
P01430,Priya Gowda,20,M,KR Puram,Upper-mid,Primary,Mechanic
P01431,Anita Das,66,M,Jayanagar,Lower-mid,Postgraduate,Daily wage
P01432,Shilpa Achar,42,M,KR Puram,Mid,Diploma,Driver
P01433,Priya Bhat,16,F,Hubballi,Lower-mid,Graduate,Unemployed
P01434,Kiran Pai,38,M,Mangaluru,Mid,None,Driver
P01435,Bhavani Raju,32,F,Rajajinagar,Mid,Graduate,Unemployed
P01436,Bhavani Prasad,64,M,KR Puram,Low,Primary,Unemployed
P01437,Ganesh Nayak,30,M,Belagavi,High,Secondary,Clerk
P01438,Karthik Hegde,21,M,Mysuru,Mid,Diploma,IT worker
P01439,Sneha Prasad,41,F,Whitefield,Low,Postgraduate,Clerk
P01440,Asha Shetty,53,F,Mangaluru,Lower-mid,Primary,IT worker
P01441,Sneha Sharma,43,M,Whitefield,Upper-mid,Graduate,Daily wage
P01442,Mahesh Iyer,43,M,KR Puram,Lower-mid,Postgraduate,Daily wage
P01443,Rajesh Rao,18,F,Whitefield,Mid,Secondary,Unknown
P01444,Bhavani Naidu,41,M,BTM,Upper-mid,Diploma,Driver
P01445,Harish Patil,20,M,KR Puram,Lower-mid,Secondary,Daily wage
P01446,Suresh Pai,60,M,KR Puram,Low,Graduate,Student
P01447,Arun Gupta,20,M,Mangaluru,Low,Primary,Daily wage
P01448,Jyothi Murthy,61,M,Hubballi,Low,Postgraduate,Mechanic
P01449,Sneha Pai,68,M,Rajajinagar,Low,Diploma,IT worker
P01450,Imran Murthy,42,M,Electronic City,Low,Secondary,Unknown
P01451,Vinay Patil,52,M,BLR South,Mid,Graduate,Unemployed
P01452,Meena Bhat,24,F,Yelahanka,Low,Graduate,Shop owner
P01453,Imran Pai,57,M,Electronic City,Low,Diploma,Clerk
P01454,Reshma Pai,64,M,Jayanagar,Lower-mid,Secondary,IT worker
P01455,Roopa Reddy,41,M,Electronic City,Lower-mid,Postgraduate,Daily wage
P01456,Nandini Kulkarni,22,M,BLR South,Upper-mid,Primary,Daily wage
P01457,Ganesh Setty,62,M,BTM,Low,Postgraduate,Student
P01458,Ramesh Kumar,60,F,Whitefield,Upper-mid,None,Daily wage
P01459,Deepa Bhat,20,M,Belagavi,Mid,Diploma,Clerk
P01460,Naveen Nayak,53,M,BTM,Lower-mid,Primary,Unknown
P01461,Prakash Desai,44,M,Mysuru,Lower-mid,Graduate,IT worker
P01462,Sahana Murthy,36,M,Electronic City,Low,Secondary,Clerk
P01463,Faisal Naidu,51,F,Rajajinagar,Mid,Postgraduate,Vendor
P01464,Manjunath Gowda,47,M,BLR South,Mid,Diploma,Mechanic
P01465,Rahul Das,22,M,Mangaluru,Mid,Graduate,Student
P01466,Divya Setty,45,M,Mysuru,Low,Primary,Vendor
P01467,Nandini Iyer,44,F,Mysuru,Low,Diploma,Vendor
P01468,Manjunath Murthy,43,M,Whitefield,High,Graduate,Daily wage
P01469,Vijay Sharma,22,M,Rajajinagar,Low,Diploma,Driver
P01470,Reshma Kumar,46,M,Electronic City,Lower-mid,None,Shop owner
P01471,Faisal Naidu,43,M,Yelahanka,Lower-mid,Graduate,Student
P01472,Deepa Sharma,33,M,BLR South,Mid,Postgraduate,Mechanic
P01473,Rahul Bhat,28,M,Mangaluru,Low,Graduate,IT worker
P01474,Bhavani Khan,22,M,Hubballi,Low,None,Vendor
P01475,Kiran Reddy,18,M,Rajajinagar,Low,None,Clerk
P01476,Arun Kulkarni,60,M,Yelahanka,Lower-mid,Primary,Clerk
P01477,Sahana Hegde,26,F,KR Puram,Mid,Postgraduate,Unknown
P01478,Santosh Raju,16,M,Mysuru,Upper-mid,Graduate,IT worker
P01479,Divya Setty,31,M,Hubballi,Low,Primary,Student
P01480,Meena Nayak,16,M,Yelahanka,Lower-mid,Primary,Clerk
P01481,Manjunath Rao,59,M,BLR South,Mid,Diploma,Unknown
P01482,Suresh Das,31,M,BLR South,Upper-mid,Graduate,Clerk
P01483,Arun Prasad,48,M,BTM,Mid,None,Clerk
P01484,Pooja Sharma,47,M,Mysuru,Low,Diploma,Clerk
P01485,Nandini Sharma,16,F,Whitefield,Mid,Graduate,Unknown
